Cell iname	Cell lineage	Primary disease	Collection	Cell type	Growth medium	Growth pattern	Doubling time	Provider name	Provider catalog ID	Donor disease age of onset	Donor tumor phase	Donor age of death	Subtype	Donor age	Donor ethnicity	Metastatic site	Comments	Cell histology	CCLE name	Alias	Donor sex	Cellosaurus ID	Cellosaurus Doubling time sd	Cellosaurus Doubling time
HCC2911	breast	breast cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	unknown	-666	NA	-666	-666	-666	F	CVCL_0V16	NA	NA
HCC2935	lung	lung cancer	CCLE	-666	RPMI-164	adherent	>120	ATCC	CRL-2869	-666	primary	-666	non small cell lung carcinoma	39	Caucasian	-666	NA	carcinoma	HCC2935_LUNG	HCC-2935	M	CVCL_1265	NA	NA
HCC2998	large_intestine	colon cancer		-666	-666	-666	31.50	NCI	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	adenocarcinoma	-666	HCC 2998, HCC-2998, HCC.2998	unknown	CVCL_1266	NA	31.5
HCC3153	breast	breast cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	HCC 3153	F	CVCL_3377	NA	NA
HCC33	lung	lung cancer	CCLE, PRISM-PR300, PRISM-SUSP	-666	RPMI-164 ATCC catalog # 3-21	suspension	40.00	DSMZ	-666	-666	-666	-666	small cell lung carcinoma	53	-666	-666	NA	carcinoma	HCC33_LUNG	HCC-33, HCC0033	M	CVCL_2058	NA	40
HCC364	lung	lung cancer	CCLE	-666	-666	-666	24.00	-666	-666	-666	-666	-666	carcinoma	76	unknown	-666	NA	-666	HCC364_LUNG	HCC0364	M	CVCL_5134	NA	24
HCC366	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 (Hyclone Cat.# SH327.2)	adherent	96.00	DSMZ	-666	-666	primary	-666	non small cell lung carcinoma	80	unknown	-666	NA	carcinoma	HCC366_LUNG	HCC-366, HCC0366	F	CVCL_2059	NA	65
HCC38	breast	breast cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	mix	72.00	ATCC	CRL-2314	-666	primary	-666	carcinoma	50	Caucasian	soft tissue	NA	carcinoma	HCC38_BREAST	HCC 38, HCC-38, HCC0038, Hcc38	F	CVCL_1267	NA	NA
HCC4006	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164	adherent	48.00	ATCC	CRL-2871	-666	metastatic	-666	adenocarcinoma	50	Caucasian	-666	NA	carcinoma	HCC4006_LUNG	HCC-4006	M	CVCL_1269	NA	NA
HCC4011	lung	lung cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	53	-666	-666	NA	-666	-666	-666	M	CVCL_S700	NA	NA
HCC4017	lung	lung cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	unknown	-666	NA	-666	-666	-666	F	CVCL_V579	NA	NA
HCC44	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 (Hyclone Cat.# SH327.2)	adherent	48.00	DSMZ	-666	-666	primary	-666	non small cell lung carcinoma	54	unknown	-666	NA	carcinoma	HCC44_LUNG	HCC-44, HCC0044	F	CVCL_2060	0.707106781186548	29.5
HCC461	lung	lung cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	unknown	-666	NA	-666	-666	HCC0461	M	CVCL_5135	NA	NA
HCC515	lung	lung cancer	CMAP, L10, PRISM-PR300	-666	-666	adherent	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	unknown	-666	NA	-666	HCC515_LUNG	HCC0515	F	CVCL_5136	NA	NA
HCC56	large_intestine	colon cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	72.00	HSRRB	-666	-666	-666	-666	adenocarcinoma	-666	-666	-666	NA	carcinoma	HCC56_LARGE_INTESTINE	HCC56	-666	CVCL_2917	NA	NA
HCC60	lung	ovarian cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	26	Black	-666	NA	-666	-666	HCC0060	F	CVCL_G002	NA	NA
HCC630	ovary	ovarian cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	32	-666	-666	NA	-666	-666	HCC0630	F	CVCL_V729	NA	NA
HCC70	breast	breast cancer	CCLE	-666	RPMI-164 ATCC catalog # 3-21	adherent	93.00	ATCC	CRL-2315	-666	primary	-666	carcinoma	49	Black	-666	NA	-666	HCC70_BREAST	HCC 70, HCC-70, HCC0070	F	CVCL_1270	NA	93
HCC78	lung	lung cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 (Hyclone Cat.# SH327.2)	adherent	48.00	DSMZ	-666	-666	-666	-666	non small cell lung carcinoma	65	unknown	-666	NA	carcinoma	HCC78_LUNG	HCC-78, HCC0078	M	CVCL_2061	NA	65
HCC827	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI Invitrogen # 224-71	adherent	48.00	ATCC	CRL-2868	-666	primary	-666	non small cell lung carcinoma	39	Caucasian	-666	NA	carcinoma	HCC827_LUNG	HCC-827, HCC0827	F	CVCL_2063	21.733231083604	55
HCC827GR5	lung	lung cancer	CCLE	-666	ATCC-formulated RPMI-1640 Medium, ATCC 30-2001	adherent	48.00	-666	-666	-666	-666	-666	carcinoma	-666	Caucasian	-666	NA	-666	HCC827GR5_LUNG	HCC-827-GR5, HCC827GR5	F	CVCL_V622	NA	48
HCC89	kidney	kidney cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	64	-666	-666	NA	-666	-666	HCC0089	F	CVCL_V731	NA	NA
HCC95	lung	lung cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 Invitrogen catalog # 11875	adherent	60.00	KCLB	-666	-666	-666	-666	non small cell lung carcinoma	-666	-666	-666	NA	carcinoma	HCC95_LUNG	HCC-95, HCC0095	M	CVCL_5137	NA	NA
HCC970	lung	lung cancer		-666	-666	-666	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	HCC-970, HCC0970	M	CVCL_A354	NA	NA
HCECB4G12	upper_aerodigestive_tract	normal cornea sample		-666	Human-Endothelial-SFM + 10 ng/ml FGF-2 (observe the shelf-life of the medium; do not apply h.i. FBS in order to keep differentiation status)	adherent	40-50	DSMZ	-666	-666	-666	-666	normal cornea sample	-666	Caucasian	-666	NA	-666	-666	B4G12	F	CVCL_2065	NA	45
HCEC12	upper_aerodigestive_tract	normal cornea sample		-666	95% mixture of Ham's F12 + Medium 199 (at 1:1) + 5% h.i. FBS	adherent	40-50	DSMZ	-666	-666	-666	-666	normal cornea sample	-666	Caucasian	-666	NA	-666	-666	Human Corneal Endothelial Cells-12	F	CVCL_2064	NA	45
HCET	upper_aerodigestive_tract	head and neck cancer		-666	-666	-666	24.40	RIKEN	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	HCET, Human Corneal Epithelial cells-Transformed	F	CVCL_1272	NA	24.4
HCE4	oesophagus	esophageal cancer		-666	-666	-666	48.00	-666	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	HCE4	-666	CVCL_1271	NA	48
HCSC1	endometrium	cervical cancer		-666	Eagle's MEM with 10 % fetal calf serum	-666	24.30	JCRB	JCRB1205	-666	primary	-666	carcinoma	48	-666	-666	NA	-666	-666	-666	F	CVCL_2919	NA	24.3
HCS2	endometrium	cervical cancer		-666	Eagle's minimal essential medium with 15% fetal calf serum	-666	18-38	JCRB	JCRB1203	-666	-666	-666	carcinoma	42	-666	-666	NA	-666	-666	-666	F	CVCL_2918	18.3847763108502	52
HCT116	large_intestine	colon cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	McCoy's 5A Invitrogen catalog # 166-82	adherent	24.00	ATCC	CCL-247	-666	primary	-666	carcinoma	-666	unknown	-666	NA	carcinoma, colorectal	HCT116_LARGE_INTESTINE	HCT-116, HCT.116, HCT116	M	CVCL_0291	9.84403372606982	21
HCT15	large_intestine	colon cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 ATCC catalog # 3-21	adherent	36.00	ATCC	CCL-225	-666	primary	-666	adenocarcinoma	-666	unknown	-666	NA	adenocarcinoma, carcinoma, colorectal	HCT15_LARGE_INTESTINE	HCT-15, HCT15	M	CVCL_0292	1.47280910734102	20.3
HCT8	large_intestine	colon cancer	CCLE	-666	ATCC-formulated RPMI-1640 Medium, Catalog No. 30-2001	adherent	-666.00	KCLB	HTL99005	-666	-666	-666	adenocarcinoma	-666	unknown	-666	NA	carcinoma	HCT8_LARGE_INTESTINE	HCT-8, HCT8	M	CVCL_2478	NA	NA
HCT8HRT18	large_intestine	colon cancer		-666	ATCC-formulated RPMI-1640 Medium, Catalog No. 30-2001	adherent	15.00	ATCC	CCL-244	-666	-666	-666	adenocarcinoma	67	-666	-666	NA	-666	-666	HCT-8 (HRT-18)	-666	CVCL_2514	NA	NA
HC1	haematopoietic_and_lymphoid_tissue	leukemia		-666	80% RPMI 1640 + 20% h.i. FBS	suspension	45.00	DSMZ	-666	-666	-666	-666	leukemia	-666	Caucasian	-666	NA	-666	-666	HC1	M	CVCL_1243	NA	45
HDLM2	haematopoietic_and_lymphoid_tissue	lymphoma	CCLE	-666	RPMI-164 ATCC catalog # 3-21	suspension	70-75	DSMZ	-666	-666	-666	-666	b-cell lymphoma	-666	-666	-666	NA	-666	HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HD-LM-2, HDLM2	M	CVCL_0009	NA	72.5
HDMYZ	haematopoietic_and_lymphoid_tissue	lymphoma	CCLE, PRISM-PR300, PRISM-SUSP	-666	RPMI-164 (Hyclone Cat.# SH327.2)	mix	35.00	DSMZ	ACC 346	-666	-666	-666	b-cell lymphoma	29	-666	pleural_effusion	NA	lymphoid_neoplasm	HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HD-MyZ, HDMYZ	M	CVCL_1273	NA	35
HDQP1	breast	breast cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	DMEM ATCC catalog # 3-22	adherent	72.00	DSMZ	-666	-666	primary	-666	carcinoma	-666	Caucasian	-666	NA	carcinoma	HDQP1_BREAST	HDQP1	F	CVCL_2067	8.48528137423857	66
HECV	endometrium	endometrial cancer		-666	-666	-666	-666.00	ICLC	HL01001	-666	-666	-666	carcinoma	-666	Caucasian	-666	NA	-666	-666	-666	F	CVCL_0295	NA	NA
HEC1	endometrium	endometrial cancer		-666	-666	-666	-666.00	JCRB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	-666	HEC1, Human Endometrial Cancer-1	F	CVCL_1274	NA	NA
HEC1A	endometrium	endometrial cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	McCoys5A (Hyclone Cat.# SH32.1)	adherent	48.00	-666	-666	-666	-666	-666	adenocarcinoma	71	unknown	endometrium	NA	carcinoma	HEC1A_ENDOMETRIUM	Hec-1-A, HEC-1A, HEC1-A, Hec1A, HEC1A	F	CVCL_0293	2.82842712474619	29
HEC1B	endometrium	endometrial cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	EMEM+1%FBS	adherent	36.00	-666	-666	-666	-666	-666	adenocarcinoma	-666	-666	-666	NA	carcinoma	HEC1B_ENDOMETRIUM	Hec-1-B, HEC-1B, HEC1-B, Hec1B, HEC1B	F	CVCL_0294	NA	NA
HEC108	endometrium	endometrial cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	EMEM ATCC catalog # 3-23	adherent	72.00	HSRRB	-666	-666	primary	-666	adenocarcinoma	-666	-666	-666	NA	carcinoma	HEC108_ENDOMETRIUM	HEC108	F	CVCL_2923	10.9601551083915	34.25
HEC116	endometrium	endometrial cancer		-666	Eagle's minimal essential medium with 15% fetal calf serum.	-666	27.20	JCRB	JCRB1124	-666	-666	-666	adenocarcinoma	-666	-666	-666	NA	-666	-666	HEC116	F	CVCL_2924	NA	27.2
HEC151	endometrium	endometrial cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	EMEM ATCC catalog # 3-23	adherent	60.00	HSRRB	-666	-666	primary	-666	adenocarcinoma	-666	-666	-666	NA	carcinoma	HEC151_ENDOMETRIUM	HEC151	F	CVCL_2925	NA	38
HEC155	endometrium	endometrial cancer		-666	-666	-666	-666.00	JCRB	JCRB1127	-666	-666	-666	adenocarcinoma	-666	-666	-666	NA	-666	-666	-666	F	CVCL_2926	NA	NA
HEC251	endometrium	endometrial cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	EMEM ATCC catalog # 3-23	adherent	72.00	HSRRB	-666	-666	primary	-666	adenocarcinoma	-666	-666	-666	NA	carcinoma	HEC251_ENDOMETRIUM	HEC251	F	CVCL_2927	4.24264068711928	33
HEC265	endometrium	endometrial cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	EMEM ATCC catalog # 3-23	adherent	48.00	HSRRB	-666	-666	primary	-666	adenocarcinoma	-666	-666	-666	NA	carcinoma	HEC265_ENDOMETRIUM	HEC265	F	CVCL_2928	25.4558441227157	54
HEC50B	endometrium	endometrial cancer	ACHILLES, CCLE, PRISM-PR300	-666	EMEM ATCC catalog # 3-23	adherent	30.40	HSRRB	-666	-666	primary	-666	adenocarcinoma	-666	-666	-666	NA	carcinoma	HEC50B_ENDOMETRIUM	HEC-50, Hec50, HEC50, HEC50B	F	CVCL_2929	NA	30.4
HEC59	endometrium	endometrial cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	EMEM ATCC catalog # 3-23	adherent	72.00	HSRRB	-666	-666	primary	-666	adenocarcinoma	-666	Asian	-666	NA	carcinoma	HEC59_ENDOMETRIUM	Hec59, HEC59	F	CVCL_2930	NA	24.3
HEC6	endometrium	endometrial cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	EMEM ATCC catalog # 3-23	adherent	96.00	HSRRB	-666	-666	primary	-666	adenocarcinoma	-666	-666	-666	NA	carcinoma	HEC6_ENDOMETRIUM	HEC6	F	CVCL_2931	NA	52
HEC88NU	endometrium	endometrial cancer		-666	-666	-666	43.80	JCRB	JCRB1121	-666	primary	-666	adenocarcinoma	-666	Asian	-666	NA	-666	-666	HEC-88, HEC-88 nu, HEC88nu, HEC88NU	F	CVCL_2932	NA	43.8
HEKTE	kidney	normal kidney sample	CCLE	-666	-666	adherent	-666.00	-666	-666	-666	-666	-666	normal kidney sample	-666	-666	-666	NA	-666	HEKTE_KIDNEY	-666	-666	-666	NA	NA
HEK293	kidney	normal kidney sample		-666	ATCC-formulated Eagle's Minimum Essential Medium, Catalog No. 30-2003. To make the complete growth medium, add the following components to the base medium: fetal bovine serum to a final concentration of 10%.	adherent	24.00	-666	-666	-666	-666	-666	normal embryonal kidney sample	-666	-666	-666	NA	-666	-666	293, 293 HEK, HEK, HEK 293, HEK-293, Hek293, Human Embryonic Kidney 293	F	CVCL_0045	NA	27
HEL	haematopoietic_and_lymphoid_tissue	leukemia	PRISM-PR300, PRISM-SUSP	-666	RPMI-164 ATCC catalog # 3-21	suspension	36.00	DSMZ	-666	-666	-666	-666	acute myelogenous leukemia (aml)	30	unknown	-666	NA	haematopoietic_neoplasm	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	GM06141, Hel, Human ErythroLeukemia	M	CVCL_0001	8.48528137423857	30
HELA	cervix	cervical cancer		-666	EMEM (EBSS) + 2mM Glutamine + 1% Non Essential Amino Acids (NEAA) + 10% Foetal Bovine Serum (FBS).	adherent	24.67	ATCC	CCL-2	-666	-666	-666	adenocarcinoma	31	Black	-666	NA	-666	-666	He La, He-La, Hela, HELA, Helacyton gartleri, Henrietta Lacks cells	F	CVCL_0030	11.879393923934	39.6
HEL12469	lung	normal lung sample		-666	EMEM (EBSS) + 2mM Glutamine + 1% Non Essential Amino Acids (NEAA) + 10% Foetal Bovine Serum (FBS)	-666	-666.00	ECACC	94101201	-666	-666	-666	normal lung sample	-666	-666	-666	NA	-666	-666	HEL-12469, HEL12469, Human Embryonic Lung 12469	-666	CVCL_2479	NA	NA
HEL299	lung	normal lung sample		-666	ATCC-formulated Eagle's Minimum Essential Medium, Catalog No. 30-2003	adherent	-666.00	ECACC	87042207	-666	-666	-666	normal lung sample	-666	Black	-666	NA	-666	-666	Hel 299, Hel-299, HEL-299, HEL299	M	CVCL_2480	NA	NA
HEL9217	haematopoietic_and_lymphoid_tissue	leukemia	CCLE, PRISM-PR300, PRISM-SUSP	-666	RPMI-164 ATCC catalog # 3-21	suspension	-666.00	ATCC	TIB-180	-666	-666	-666	acute myeloid leukemia (aml)	30	Caucasian	-666	NA	-666	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL-92, HEL-92_1_7, HEL-92-1-7, HEL-92.1.7, HEL92.1.7, HEL9217	M	CVCL_2481	NA	NA
HEMCSS	bone	bone cancer		-666	Ham′s F12/DMEM (1:1) + 10 % Foetal Bovine Serum (FBS)	adherent	-666.00	ECACC	-666	-666	metatastic	-666	sarcoma	-666	-666	-666	NA	-666	-666	-666	F	CVCL_1238	NA	NA
HEPG2	liver	liver cancer	CCLE, CMAP, L10, PRISM-HURON, PRISM-PR300	-666	EMEM ATCC catalog # 3-23	adherent	84.00	ATCC	HB-8065	-666	primary	-666	carcinoma	15	Caucasian	-666	NA	carcinoma	HEPG2_LIVER	Hep G2, HEP G2, HEP-G2, HepG2, HEPG2	M	CVCL_0027	NA	55
HEPM	upper_aerodigestive_tract	other		-666	ATCC-formulated Eagle's Minimum Essential Medium, Catalog No. 30-2003	-666	-666.00	JCRB	JCRB9095	-666	-666	-666	embryonic palatal mesenchyme	-666	-666	-666	NA	-666	-666	Human Embryonic Palatal Mesenchyme	F	CVCL_2486	NA	NA
HEP2	cervix	cervical cancer		-666	ATCC-formulated Eagle's Minimum Essential Medium, Catalog No. 30-2003	adherent	-666.00	ECACC	86030501	-666	-666	-666	carcinoma	-666	unknown	-666	NA	-666	-666	H.Ep. #2, H.Ep. No. 2, H.Ep.-2, Hep 2, Hep II, Hep-2, HEP-2, Hep2, HEp2, HEP2, Human Epidermoid carcinoma #2, Human Epithelioma-2	F	CVCL_1906	NA	NA
HEP3B	liver	liver cancer		-666	ATCC-formulated Eagle's Minimum Essential Medium, Catalog No. 30-2003	adherent	24.00	DSMZ	-666	-666	-666	-666	carcinoma	-666	Black	-666	NA	-666	-666	-666	-666	CVCL_0326	NA	45
HEP3B217	liver	liver cancer	CCLE, PRISM-HURON, PRISM-PR500	-666	EMEM ATCC catalog # 3-23	adherent	60.00	-666	-666	-666	-666	-666	carcinoma	-666	Black	-666	NA	carcinoma	HEP3B217_LIVER	Hep 3B, Hep 3B2, Hep 3B2_1-7, Hep-3B, HEP-3B, HEP-3B2, Hep3B, HEP3B, HEP3B2	M	CVCL_0326	NA	45
HEY	ovary	ovarian cancer		-666	-666	adherent	30.00	-666	-666	-666	-666	-666	carcinoma	-666	unknown	-666	NA	-666	-666	Hey	F	CVCL_0297	NA	30
HEYA8	ovary	ovarian cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	EMEM Invitrogen catalog # 1195-8	adherent	24.00	ACADEMIC LAB	-666	-666	primary	-666	carcinoma	-666	-666	-666	NA	carcinoma	HEYA8_OVARY	Hey A8, Hey-A8, HEY-A8, HeyA8, HEYA8	F	CVCL_8878	NA	16
HE1	embryonal	normal embryonal sample		-666	Eagle's minimal essential medium with 10% fetal bovine serum	-666	-666.00	JCRB	IFO50297	-666	-666	-666	normal embryonal sample	-666	-666	-666	NA	-666	-666	-666	F	CVCL_2922	NA	NA
HF	central_nervous_system	normal fibroblast sample		-666	RPMI­ 1640 (ATCC 30­2001). To make the complete medium add 88 mL of fetal bovine serum (FBS) (ATCC 30­ 2020) to the base medium.	suspension	-666.00	-666	-666	-666	-666	-666	normal fibroblast sample	-666	Caucasian	-666	NA	-666	-666	NPC-8330-8 FIBROBLASTS	-666	-666	NA	NA
HFB16D	skin	normal skin sample		-666	Dulbecco's modified Eagle's medium with 10 % fetal bovine serum	-666	72.00	JCRB	JCRB1008	-666	-666	-666	normal skin sample	-666	-666	-666	NA	-666	-666	-666	M	CVCL_2941	NA	72
HFFF2	embryonal	normal prostate sample		-666	DMEM + 2mM Glutamine + 10% Foetal Bovine Serum (FBS)	-666	-666.00	ECACC	86031405	-666	-666	-666	normal prostate sample	-666	-666	-666	NA	-666	-666	-666	M	CVCL_2489	NA	NA
HFL1	lung	normal lung sample	CMAP	-666	ATCC-formulated F-12K Medium, Catalog No. 30-2004. To make the complete growth medium, add the following components to the base medium: fetal bovine serum to a final concentration of 10%.	adherent	-666.00	JCRB	IFO50074	-666	-666	-666	normal lung sample	-666	Caucasian	-666	NA	-666	-666	CVCL_4526, HFL, HFL 1, HFL-1, Human fetal lung fibroblast 1	M	CVCL_0298	NA	NA
HFWT	haematopoietic_and_lymphoid_tissue	kidney cancer		-666	-666	-666	40-48	-666	-666	-666	-666	-666	wilms tumor	-666	-666	-666	NA	-666	-666	-666	M	CVCL_8691	4.35889894354067	41
HF19	lung	normal lung sample		-666	EMEM (EBSS) + 2mM Glutamine + 1% Non Essential Amino Acids (NEAA) + 10% Foetal Bovine Serum (FBS).	-666	-666.00	ECACC	85011418	-666	-666	-666	normal lung sample	-666	-666	-666	NA	-666	-666	HF 19	F	CVCL_2487	NA	NA
HF2X653	haematopoietic_and_lymphoid_tissue	other		-666	RPMI 1640 + 2mM Glutamine + 10% Foetal Bovine Serum (FBS)	suspension	-666.00	ECACC	90012609	-666	-666	-666	heterohybridoma	-666	-666	-666	NA	-666	-666	-666	-666	CVCL_2488	NA	NA
HGC27	stomach	gastric cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	MEM (Invitrogen catalogue #12571-63)	adherent	24.00	ECACC	-666	-666	primary	-666	adenocarcinoma	-666	unknown	-666	NA	carcinoma	HGC27_STOMACH	HGC27	unknown	CVCL_1279	NA	17
HG261	haematopoietic_and_lymphoid_tissue	other		-666	ATCC-formulated Eagle's Minimum Essential Medium, Catalog No. 30-2003	-666	-666.00	ECACC	90112603	-666	-666	-666	skin fanconi's anaemia	-666	Caucasian	-666	NA	-666	-666	GM 62, GM00062, GM62, HG 261, HG261	M	CVCL_2490	NA	NA
HH	haematopoietic_and_lymphoid_tissue	lymphoma	CCLE, PRISM-PR300, PRISM-SUSP	-666	RPMI-164 ATCC catalog # 3-21	suspension	50-70	ATCC	CRL-2105	-666	-666	-666	t-cell lymphoma	61	Caucasian	-666	NA	-666	HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-666	-666	CVCL_1280	NA	60
HKA1	skin	skin cancer		-666	Dulbecco's modified Eagle's medium with 20% fetal bovine serum	adherent	34.00	JCRB	JCRB1017	-666	-666	-666	giant keratoacanthoma	77	Asian	-666	NA	-666	-666	-666	F	CVCL_2943	NA	34
HKB11	kidney	lymphoma		-666	-666	adherent	-666.00	ATCC	CRL-12568	-666	-666	-666	b-cell lymphoma	-666	-666	-666	NA	-666	-666	HKB11, Hybrid of Kidney and B cells-11	-666	CVCL_3712	NA	NA
HK2	kidney	normal kidney sample	CCLE	-666	Invitrogen (GIBCO) as part of a kit: Keratinocyte Serum Free Medium (K-SFM), Kit Catalog Number 17005-042.	-666	-666.00	-666	-666	-666	-666	-666	normal kidney sample	-666	-666	-666	NA	-666	HK2_KIDNEY	-666	-666	CVCL_0302	NA	NA
HLCL1	haematopoietic_and_lymphoid_tissue	normal blood tissue sample		-666	Dulbecco's modified Eagle's medium with 10% fetal bovine serum.	-666	-666.00	JCRB	JCRB0041	-666	primary	-666	skin cancer	-666	Asian	-666	NA	-666	-666	-666	M	CVCL_2946	NA	NA
HLC1	lung	lung cancer		-666	-666	-666	33.00	RIKEN	-666	-666	-666	-666	adenocarcinoma	-666	-666	-666	NA	-666	HLC1_LUNG	HLC1	unknown	CVCL_5529	NA	33
HLE	liver	liver cancer	CCLE	-666	-666	-666	40.00	HSRRB	-666	-666	-666	-666	carcinoma	-666	-666	-666	NA	-666	HLE_LIVER	-666	M	CVCL_1281	NA	40
HLF	liver	liver cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	DMEM ATCC catalog # 3-22	adherent	24.00	HSRRB	-666	-666	primary	-666	carcinoma	-666	Black	-666	NA	carcinoma	HLF_LIVER	-666	M	CVCL_2947	18.3847763108502	40
HLFA	fibroblast	lung cancer	CCLE	-666	ATCC-formulated Eagle's Minimum Essential Medium, Catalog No. 30-2003	adherent	-666.00	-666	-666	-666	-666	-666	carcinoma	-666	Black	-666	NA	-666	HLFA_LUNG	HLFA	F	CVCL_2255	NA	NA
HL60	haematopoietic_and_lymphoid_tissue	leukemia	CCLE	-666	IMDM ATCC catalog #3-25	suspension	25.00	ATCC	CCL-240	-666	-666	-666	acute myelogenous leukemia (aml)	36	unknown	-666	NA	acute promyelocytic, leukemia	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HL 60, HL60	F	CVCL_0002	8.48528137423857	34
HMCB	skin	skin cancer	CCLE	-666	EMEM ATCC catalog # 3-23	adherent	-666.00	ATCC	-666	-666	primary	-666	melanoma	-666	-666	-666	NA	malignant_melanoma	HMCB_SKIN	Bowes melanoma cells, CHL-1, Human Melanoma Cell Bowes	F	CVCL_3317	NA	NA
HMC18	breast	breast cancer	ACHILLES, CCLE, PRISM-HURON, PRISM-PR500	-666	RPMI-164 (Hyclone Cat.# SH327.2)	adherent	24.00	HSRRB	-666	-666	metastatic	-666	carcinoma	-666	Asian	-666	NA	carcinoma	HMC18_BREAST	-666	F	CVCL_2949	NA	NA
HMECS1	skin	normal skin sample		-666	-666	adherent	24-30	-666	-666	-666	-666	-666	normal skin sample	-666	-666	-666	NA	-666	-666	-666	-666	-666	NA	NA
HMEC184	breast	normal breast sample		-666	-666	adherent	-666.00	-666	-666	-666	-666	-666	normal breast sample	-666	-666	-666	NA	-666	-666	-666	-666	CVCL_K049	NA	60
HMEL	breast	normal breast sample	CCLE	-666	-666	-666	-666.00	-666	-666	-666	-666	-666	normal breast sample	-666	-666	-666	NA	-666	HMEL_BREAST	-666	F	CVCL_IZ34	NA	NA
HME1	breast	leukemia	CMAP	-666	(MEBM) along with all the additives can be obtained from Lonza/Clonetics Corporation as a kit: MEGM, Kit Catalog No. CC-3150. ATCC does not use the GA-1000 (gentamycin-amphotericin B mix) provided with kit. Note: Do not filter complete medium	adherent	25.00	-666	CRL-4010	-666	-666	-666	acute myelogenous leukemia (aml)	-666	-666	-666	NA	-666	-666	-666	-666	CVCL_3383	NA	25
HMMME	lung	lung cancer		-666	-666	-666	42-45	-666	-666	-666	metastatic	-666	mesothelioma	-666	-666	pleural_effusion	NA	-666	-666	-666	M	CVCL_8163	2.12132034355964	43.5
HMSCTERTDLK1	bone	normal bone marrow sample		-666	-666	suspension	33.00	-666	-666	-666	-666	-666	normal bone marrow sample	-666	-666	-666	NA	-666	-666	-666	-666	-666	NA	NA
HMSCTERTIMOORTALIZED	bone	normal bone marrow sample		-666	-666	suspension	33.00	-666	-666	-666	-666	-666	normal bone marrow sample	-666	-666	-666	NA	-666	-666	-666	-666	-666	NA	NA
