drug	drug_key	drug_id_list	approved_final_category_id	approved_final_display_label	legacy_group_used_for_enrichment	pubchem_category	gdsc_putative_target	gdsc_pathway_name	assignment_source	include_in_enrichment	included_in_enrichment	exclusion_reason	exclusion_reason_code	low_count_filter_status	low_count_filter_reason	category_source	category_mode	analysis_metric	schema_version	schema_checksum	curated_mapping_version	curated_mapping_checksum	curation_status	evidence_summary	analysis_mode
Sapitinib	SAPITINIB	1549	SIGNALING	Signaling	SIGNALING	Signaling	EGFR, ERBB2, ERBB3	EGFR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: EGFR signaling; target: "EGFR, ERBB2, ERBB3"	manuscript
Savolitinib	SAVOLITINIB	1936	SIGNALING	Signaling	SIGNALING	Signaling	MET	RTK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: RTK signaling; target: MET	manuscript
SB216763	SB216763	1025	SIGNALING	Signaling			GSK3A, GSK3B	WNT signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: WNT signaling; target: "GSK3A, GSK3B"	manuscript
SB505124	SB505124	1194	SIGNALING	Signaling	SIGNALING	SIGNALING	TGFBR1, ACVR1B, ACVR1C	RTK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: RTK signaling; target: "TGFBR1, ACVR1B, ACVR1C"	manuscript
SB590885	SB590885	1061	SIGNALING	Signaling	SIGNALING	SIGNALING	BRAF	ERK MAPK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: ERK MAPK signaling; target: BRAF	manuscript
SCH772984	SCH772984	1564	SIGNALING	Signaling	SIGNALING	SIGNALING	ERK1, ERK2	ERK MAPK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: ERK MAPK signaling; target: "ERK1, ERK2"	manuscript
Schweinfurthin A	SCHWEINFURTHIN A	1845	OTHER_REVIEWED	Other reviewed				Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
Selumetinib	SELUMETINIB	1062;1736	SIGNALING	Signaling	MEK INHIBITORS	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Tyrosine Kinase Inhibitors; Signal Transduction Inhibitors; MEK Inhibitors	MEK1, MEK2	ERK MAPK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: ERK MAPK signaling; target: "MEK1, MEK2"	manuscript
Sepantronium bromide	SEPANTRONIUM BROMIDE	1941	APOPTOSIS	Apoptosis regulation	CYTOTOXIC	CYTOTOXIC	BIRC5	Apoptosis regulation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Apoptosis regulation; target: BIRC5	manuscript
Serdemetan	SERDEMETAN	1133	P53_PATHWAY	p53 pathway			MDM2	p53 pathway	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: p53 pathway; target: MDM2	manuscript
SGC-CBP30	SGC-CBP30	1582	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	EP300, CBP	Chromatin histone acetylation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin histone acetylation; target: "EP300, CBP"	manuscript
SGC0946	SGC0946	2177	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	DOT1L	Chromatin histone methylation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin histone methylation; target: DOT1L	manuscript
Sinularin	SINULARIN	1838	OTHER_REVIEWED	Other reviewed				Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
SL0101	SL0101	1039	SIGNALING	Signaling			RSK, AURKB, PIM1, PIM3	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: "RSK, AURKB, PIM1, PIM3"	manuscript
SN-38	SN-38	1494	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	CYTOTOXIC	Cytotoxic	TOP1	DNA replication	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: DNA replication; target: TOP1	manuscript
Sorafenib	SORAFENIB	1085	SIGNALING	Signaling	TYROSINE KINASE INHIBITORS	Breast Feeding; Lactation; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors; Tyrosine Kinase Inhibitors;	PDGFR, KIT, VEGFR, RAF	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: "PDGFR, KIT, VEGFR, RAF"	manuscript
Staurosporine	STAUROSPORINE	1034	SIGNALING	Signaling			Broad spectrum kinase inhibitor	RTK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: RTK signaling; target: Broad spectrum kinase inhibitor	manuscript
TAF1_5496	TAF1_5496	1732	OTHER_REVIEWED	Other reviewed	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	TAF1	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: TAF1	manuscript
Talazoparib	TALAZOPARIB	1259	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Signal Transduction Inhibitors; PARP Inhibitors	PARP1, PARP2	Genome integrity	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Genome integrity; target: "PARP1, PARP2"	manuscript
Tamoxifen	TAMOXIFEN	1199	HORMONE_RELATED	Hormone related	HORMONES AND ANTIHORMONES	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Estrogen Antagonists; Hormones and antihormones	ESR1	Hormone-related	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Hormone-related; target: ESR1	manuscript
Tanespimycin	TANESPIMYCIN	1026	PROTEIN_DEGRADATION	Protein stability and degradation			HSP90	Protein stability and degradation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Protein stability and degradation; target: HSP90	manuscript
Taselisib	TASELISIB	1561	SIGNALING	Signaling	SIGNALING	SIGNALING	PI3K (beta sparing)	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: PI3K (beta sparing)	manuscript
Telomerase Inhibitor IX	TELOMERASE INHIBITOR IX	1930	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage			Telomerase	Genome integrity	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Genome integrity; target: Telomerase	manuscript
Temozolomide	TEMOZOLOMIDE	1375	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	ALKYLATING	Breast Feeding; Lactation; Antineoplastic Agents; Antineoplastic Agents, Alkylating	DNA alkylating agent	DNA replication	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: DNA replication; target: DNA alkylating agent	manuscript
Temsirolimus	TEMSIROLIMUS	1016	SIGNALING	Signaling	IMMUNOSUPPRESSIVE AGENTS	Breast Feeding; Lactation; Immunosuppressive Agents	MTOR	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: MTOR	manuscript
Teniposide	TENIPOSIDE	1809	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	CYTOTOXIC	Cytotoxic		DNA replication	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: DNA replication; target: 	manuscript
THR-101	THR-101	2360	SIGNALING	Signaling			Mutant RAS	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: Mutant RAS	manuscript
THR-102	THR-102	2361	SIGNALING	Signaling			Mutant RAS	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: Mutant RAS	manuscript
THR-103	THR-103	2362	SIGNALING	Signaling			Mutant RAS	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: Mutant RAS	manuscript
Topotecan	TOPOTECAN	1808	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	CYTOTOXIC	Breast Feeding; Lactation; Antineoplastic Agents; Topoisomerase I Inhibitors	TOP1	DNA replication	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: DNA replication; target: TOP1	manuscript
Tozasertib	TOZASERTIB	1096	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	SIGNALING	Signaling	AURKA, AURKB, AURKC, others	Mitosis	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Mitosis; target: "AURKA, AURKB, AURKC, others"	manuscript
Trametinib	TRAMETINIB	1372	SIGNALING	Signaling	MEK INHIBITORS	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors; MEK Inhibitors	MEK1, MEK2	ERK MAPK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: ERK MAPK signaling; target: "MEK1, MEK2"	manuscript
Tretinoin	TRETINOIN	1009	OTHER_REVIEWED	Other reviewed	SIGNALING	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Dermatologic Agents; Keratolytic Agents; Retinoids; Targeted therapies	Retinoic acid	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: Retinoic acid	manuscript
TW 37	TW 37	1149	APOPTOSIS	Apoptosis regulation	CYTOTOXIC	CYTOTOXIC	BCL2, BCL-XL, MCL1	Apoptosis regulation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Apoptosis regulation; target: "BCL2, BCL-XL, MCL1"	manuscript
Ulixertinib	ULIXERTINIB	1908;2047	SIGNALING	Signaling	SIGNALING	Signaling	ERK1, ERK2	ERK MAPK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: ERK MAPK signaling; target: "ERK1, ERK2"	manuscript
ULK1_4989	ULK1_4989	1733	SIGNALING	Signaling			ULK1	Other, kinases	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: "Other, kinases"; target: ULK1	manuscript
UMI-77	UMI-77	1939	APOPTOSIS	Apoptosis regulation	CYTOTOXIC	CYTOTOXIC	MCL1	Apoptosis regulation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Apoptosis regulation; target: MCL1	manuscript
UNC0379	UNC0379	2159	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	SETD8	Chromatin histone methylation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin histone methylation; target: SETD8	manuscript
UNC0638	UNC0638	2038	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	EPIGENETICS AND TRANSCRIPTION	EPIGENETICS AND TRANSCRIPTION	G9A, GLP	Chromatin histone methylation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin histone methylation; target: "G9A, GLP"	manuscript
Uprosertib	UPROSERTIB	1553;2106	SIGNALING	Signaling	SIGNALING	SIGNALING	AKT1, AKT2, AKT3	PI3K/MTOR signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: PI3K/MTOR signaling; target: "AKT1, AKT2, AKT3"	manuscript
VE-822	VE-822	1613	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage			ATR	Genome integrity	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Genome integrity; target: ATR	manuscript
VE821	VE821	2111	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage			ATR	Genome integrity	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Genome integrity; target: ATR	manuscript
Veliparib	VELIPARIB	1018	GENOME_INTEGRITY_DNA_DAMAGE	Genome integrity and DNA damage	CYTOTOXIC	Cytotoxic	PARP1, PARP2	Genome integrity	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Genome integrity; target: "PARP1, PARP2"	manuscript
Venetoclax	VENETOCLAX	1909	APOPTOSIS	Apoptosis regulation	ANTINEOPLASTIC AGENTS	Breast Feeding; Lactation; Antineoplastic Agents	BCL2	Apoptosis regulation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Apoptosis regulation; target: BCL2	manuscript
Vinblastine	VINBLASTINE	1004	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	CYTOTOXIC	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Antimitotic Agents; Cytotoxic medicines	Microtubule destabiliser	Mitosis	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Mitosis; target: Microtubule destabiliser	manuscript
Vinorelbine	VINORELBINE	2048	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	CYTOTOXIC	Breast Feeding; Lactation; Milk, Human; Antineoplastic Agents; Antimitotic Agents; Cytotoxic medicines	Microtubule destabiliser	Mitosis	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Mitosis; target: Microtubule destabiliser	manuscript
Vismodegib	VISMODEGIB	1033	OTHER_REVIEWED	Other reviewed	SIGNALING	Breast Feeding; Lactation; Antineoplastic Agents; Enzyme Inhibitors; Protein Kinase Inhibitors; Signal Transduction Inhibitors	SMO	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: SMO	manuscript
Vorinostat	VORINOSTAT	1012	EPIGENETICS_TRANSCRIPTION	Epigenetics and transcription	ANTINEOPLASTIC AGENTS	Antineoplastic Agents	HDAC inhibitor Class I, IIa, IIb, IV	Chromatin histone acetylation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Chromatin histone acetylation; target: "HDAC inhibitor Class I, IIa, IIb, IV"	manuscript
VSP34_8731	VSP34_8731	1734	OTHER_REVIEWED	Other reviewed			VSP34	Other	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Other; target: VSP34	manuscript
VTP-A	VTP-A	2112	OTHER_REVIEWED	Other reviewed	SIGNALING	SIGNALING		Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
VTP-B	VTP-B	2113	OTHER_REVIEWED	Other reviewed	SIGNALING	SIGNALING		Unclassified	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Unclassified; target: 	manuscript
VX-11e	VX-11E	2096	SIGNALING	Signaling	SIGNALING	SIGNALING	ERK2	ERK MAPK signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: ERK MAPK signaling; target: ERK2	manuscript
Wee1 Inhibitor	WEE1 INHIBITOR	1046	CELL_CYCLE_MITOSIS	Cell cycle and mitosis	SIGNALING	SIGNALING	WEE1, CHEK1	Cell cycle	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Cell cycle; target: "WEE1, CHEK1"	manuscript
WEHI-539	WEHI-539	1997	APOPTOSIS	Apoptosis regulation	CYTOTOXIC	CYTOTOXIC	BCL-XL	Apoptosis regulation	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: Apoptosis regulation; target: BCL-XL	manuscript
WIKI4	WIKI4	1940	SIGNALING	Signaling			TNKS1, TNKS2	WNT signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: WNT signaling; target: "TNKS1, TNKS2"	manuscript
Wnt-C59	WNT-C59	1622	SIGNALING	Signaling	SIGNALING	SIGNALING	PORCN	WNT signaling	curated_mapping	TRUE	TRUE			retained		curated_mapping	curated	Z_SCORE	gdsc_drug_class_schema_v1	dce3fa39f10c48182bcd96eb17fab124	5a783d67d9f73cfaa9b3ded8c98ab02d	5a783d67d9f73cfaa9b3ded8c98ab02d	approved	GDSC pathway: WNT signaling; target: PORCN	manuscript
